Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 02:08:00.556,114425.6,0.001,BTCUSDT
2025-09-30 02:08:00.556,114425.6,0.001,BTCUSDT
2025-09-30 02:08:00.556,114425.6,0.001,BTCUSDT
2025-09-30 02:08:00.556,114425.4,0.002,BTCUSDT
2025-09-30 02:08:00.556,114425.2,0.001,BTCUSDT
2025-09-30 02:08:00.634,114425.2,0.001,BTCUSDT
2025-09-30 02:08:00.636,114425.1,0.032,BTCUSDT
2025-09-30 02:08:01.032,114425.2,0.031,BTCUSDT
2025-09-30 02:08:01.127,114425.1,0.047,BTCUSDT
2025-09-30 02:08:01.132,114425.2,0.029,BTCUSDT
2025-09-30 02:08:01.531,114425.1,0.002,BTCUSDT
2025-09-30 02:08:01.577,114425.2,0.031,BTCUSDT
2025-09-30 02:08:01.639,114425.2,0.001,BTCUSDT
2025-09-30 02:08:01.652,114425.1,0.032,BTCUSDT
2025-09-30 02:08:01.682,114425.1,0.402,BTCUSDT
2025-09-30 02:08:01.683,114425.1,0.01,BTCUSDT
2025-09-30 02:08:01.683,114425.1,0.001,BTCUSDT
2025-09-30 02:08:01.683,114425.1,0.001,BTCUSDT
2025-09-30 02:08:01.683,114425.1,0.003,BTCUSDT
2025-09-30 02:08:01.720,114425.2,0.068,BTCUSDT
2025-09-30 02:08:01.738,114425.2,0.011,BTCUSDT
2025-09-30 02:08:01.860,114425.2,0.608,BTCUSDT
2025-09-30 02:08:01.860,114425.2,0.634,BTCUSDT
2025-09-30 02:08:02.131,114425.2,0.001,BTCUSDT
2025-09-30 02:08:02.248,114425.1,0.004,BTCUSDT
2025-09-30 02:08:02.325,114425.1,0.247,BTCUSDT
2025-09-30 02:08:02.325,114425.1,0.001,BTCUSDT
2025-09-30 02:08:02.325,114425.1,0.003,BTCUSDT
2025-09-30 02:08:02.325,114425.1,0.025,BTCUSDT
2025-09-30 02:08:02.376,114425.2,0.011,BTCUSDT
2025-09-30 02:08:02.388,114425.1,0.017,BTCUSDT
2025-09-30 02:08:02.390,114425.1,0.001,BTCUSDT
2025-09-30 02:08:02.650,114425.1,0.032,BTCUSDT
2025-09-30 02:08:02.720,114425.2,0.001,BTCUSDT
2025-09-30 02:08:02.876,114425.2,0.001,BTCUSDT
2025-09-30 02:08:02.948,114425.1,0.009,BTCUSDT
2025-09-30 02:08:02.989,114425.1,0.002,BTCUSDT
2025-09-30 02:08:03.021,114425.2,0.001,BTCUSDT
2025-09-30 02:08:03.036,114425.2,0.264,BTCUSDT
2025-09-30 02:08:03.036,114425.2,0.155,BTCUSDT
2025-09-30 02:08:03.036,114425.2,0.581,BTCUSDT
2025-09-30 02:08:03.455,114425.2,0.043,BTCUSDT
2025-09-30 02:08:03.468,114425.1,0.002,BTCUSDT
2025-09-30 02:08:03.512,114425.2,0.01,BTCUSDT
2025-09-30 02:08:03.532,114425.1,0.1,BTCUSDT
2025-09-30 02:08:03.577,114425.2,0.022,BTCUSDT
2025-09-30 02:08:03.577,114425.2,0.008,BTCUSDT
2025-09-30 02:08:03.673,114425.1,0.005,BTCUSDT
2025-09-30 02:08:03.673,114425.1,0.082,BTCUSDT
2025-09-30 02:08:03.697,114425.2,0.003,BTCUSDT
2025-09-30 02:08:03.702,114425.1,0.032,BTCUSDT
2025-09-30 02:08:03.751,114425.2,0.015,BTCUSDT
2025-09-30 02:08:04.085,114425.1,0.004,BTCUSDT
2025-09-30 02:08:04.087,114425.1,0.015,BTCUSDT
2025-09-30 02:08:04.238,114425.1,0.034,BTCUSDT
2025-09-30 02:08:04.571,114425.2,0.009,BTCUSDT
2025-09-30 02:08:04.694,114425.1,0.009,BTCUSDT
2025-09-30 02:08:04.725,114425.2,0.026,BTCUSDT
2025-09-30 02:08:04.728,114425.1,0.031,BTCUSDT
2025-09-30 02:08:04.818,114425.1,0.001,BTCUSDT
2025-09-30 02:08:05.042,114425.1,0.005,BTCUSDT
2025-09-30 02:08:05.299,114425.1,0.004,BTCUSDT
2025-09-30 02:08:05.373,114425.2,0.035,BTCUSDT
2025-09-30 02:08:05.448,114425.1,0.015,BTCUSDT
2025-09-30 02:08:05.494,114425.1,0.003,BTCUSDT
2025-09-30 02:08:05.524,114425.2,0.001,BTCUSDT
2025-09-30 02:08:05.672,114425.1,0.031,BTCUSDT
2025-09-30 02:08:05.696,114425.1,0.001,BTCUSDT
2025-09-30 02:08:05.743,114425.2,0.024,BTCUSDT
2025-09-30 02:08:06.142,114425.1,0.001,BTCUSDT
2025-09-30 02:08:06.457,114425.1,0.002,BTCUSDT
2025-09-30 02:08:06.602,114425.1,0.006,BTCUSDT
2025-09-30 02:08:06.602,114425.1,0.014,BTCUSDT
2025-09-30 02:08:06.627,114425.1,0.017,BTCUSDT
2025-09-30 02:08:06.649,114425.1,0.015,BTCUSDT
2025-09-30 02:08:06.697,114425.1,0.016,BTCUSDT
2025-09-30 02:08:06.728,114425.1,0.031,BTCUSDT
2025-09-30 02:08:07.158,114425.1,0.003,BTCUSDT
2025-09-30 02:08:07.320,114425.1,0.006,BTCUSDT
2025-09-30 02:08:07.384,114425.1,0.127,BTCUSDT
2025-09-30 02:08:07.642,114425.1,0.008,BTCUSDT
2025-09-30 02:08:07.642,114425.1,0.019,BTCUSDT
2025-09-30 02:08:07.703,114425.1,0.007,BTCUSDT
2025-09-30 02:08:07.841,114425.1,0.007,BTCUSDT
2025-09-30 02:08:07.852,114425.1,0.031,BTCUSDT
2025-09-30 02:08:07.896,114425.2,0.01,BTCUSDT
2025-09-30 02:08:07.978,114425.2,0.002,BTCUSDT
2025-09-30 02:08:08.225,114425.1,0.129,BTCUSDT
2025-09-30 02:08:08.473,114425.1,0.002,BTCUSDT
2025-09-30 02:08:08.847,114425.2,0.024,BTCUSDT
2025-09-30 02:08:08.888,114425.1,0.012,BTCUSDT
2025-09-30 02:08:08.888,114425.1,0.026,BTCUSDT
